,subred,title,text
356,todayilearned,"TIL a man from Florida once tried to travel from Florida to Bermuda all alone in a inflatable bubble. He had to be rescued by the US coast guard costing the taxpayers $144,000.",
357,todayilearned,"TIL that the statue of the Little Mermaid in Copenhagen has been decapitated twice, and there's a 7in deep cut on the neck from the third attempt. Its hand was cut off as well, and once someone tried to blow it up with explosives.",
358,todayilearned,TIL that Charles Darwin wasn't the only person to come up with the theory of evolution - and may have been beaten to it,
359,todayilearned,"TIL while filming Feed the Kitty (an episode of Giligan's Island), Bob Denver was almost killed by a lion, the titular guest. Apparently, the only thing that saved Denver's life was a loose prop bed",
360,todayilearned,TIL about mind-blindness. Mind-blindness is a concept of a cognitive divergence where an individual is unable to attribute mental states to others.,
361,todayilearned,"TIL that Steven Spielberg wrote a treatment for a Jaws Prequel focused on a Young Quint on the U.S.S Indianapolis, described as “Saving Private Ryan, with sharks”.",
362,todayilearned,"TIL Trenton, New Jersey was the capitol of the United States for about two months in 1784.",
363,todayilearned,"TIL about Elm Farm Ollie (also known as Nelly Jay and, later, as Sky Queen), the first cow to fly in a place. She flew in a Ford Trimotor aircraft on 18 February 1930 as part of the International Air Exposition in St. Louis. During the flight, she also became the first cow milked on a plane.",
364,todayilearned,"TIL organisms that reproduce only once in their lives and die shortly after are called ""semelparous"", while those who can reproduce multiple times are called ""iteroparous"".",
365,todayilearned,"TIL On February 18, 1913, Pedro Lascurain becomes President of Mexico for 45 minutes. This is the shortest term to date of any president of any country.",
366,todayilearned,TIL that nearly all reptiles are incapable of running and breathing at the same time. This is one of the reasons why they are ambush predators. Komodo dragons can only dash 30 feet (10m) before having to rest for breathing.,
367,todayilearned,TIL the Aral Sea was once the fourth largest inland body of water. Soviet irrigation projects diverting it's source rivers caused it to dry up to 1/3 its size in 40 years. Now it is mosly desert and home to toxic salt storms.,
368,todayilearned,TIL Of the six to seven possible origins to The Baha Men's mega hit 'Who Let The Dogs Out?' at least two were meant to be feminist anthems for women fed up with misogyny on the dance floor.,
369,todayilearned,"TIL of Freud's patient diagnosed with hysteria based on menstrual symptoms. A surgeon friend claimed he could cure it with nose surgery. Surgery botched, left her hemorrhaging and disfigured. Freud claimed her hemorrhage is ""wish-bleeding"" caused by a hysterical longing for the affection of others.",
370,todayilearned,"TIL that approximately 99.5% of the 45,000-strong Jewish Community in Lublin were murdered by the SS from 1939 to 1944. Only 230 survived.",
371,todayilearned,"TIL in 2014, in front of a large crowd, the Pope released 2 peace-symbolizing doves in St. Peter's Square... where they were almost immediately attacked by other birds.",
372,todayilearned,"TIL A tablespoonful of neutron star placed on Earth's surface would weigh as much as Mount Everest (whereas a tablespoonful of the Sun would weigh about 5 pounds). If the neutron star sample suddenly appeared on Earth, it would cause a giant explosion, vaporizing a good chunk of our planet with it.",
373,todayilearned,"TIL of Lake Chad in Antarctica, which was named for the brand of toilet paper researchers used after getting sick from drinking its water.",
374,todayilearned,"TIL a Georgia teacher who bought a $400 travel insurance policy was rewarded $10,000 because she read the fine print of the contract. After reading to page 7, she saw a “Pays to Read” bit that said the first to email and mention the fine print contest would win 10K.",
375,todayilearned,"TIL that usually when the first trailer of a movie drops, all the visual effects are pretty much the only effects that have been completed up until that point.",
376,todayilearned,TIL that last year a Japanese company launched a satellite into space that can artificially recreate a meteor shower. This spring it should reach the right position and the first test shower will be released over Hiroshima. They expect a colorful meteor shower visible in an area up to 200km wide.,
377,todayilearned,"TIL that President's Day used to be called Bicycle day, a day for the celebration of and use of bikes",
378,todayilearned,"TIL that the Mayor of Newark New Jersey, Ras Baraka is the teacher heard in the album 'The Miseducation of Lauryn Hill'",
379,todayilearned,"TIL All of the following are simply different cultivars of this exact same species(Brassica olaracea): Broccoli, Chinese broccoli, Cauliflower, Brussels sprouts, Green cabbage, Savoy cabbage, Red cabbage, Cone cabbage, Kale Kohlrabi, Collard greens, Romanesco, Broccolini and several more.",
380,todayilearned,TIL the 'metallic' smell you can when handling coins etc is actually from the oils on your skin being catalysed by the metal,
381,todayilearned,"TIL that when Gemini XII's computer docking system failed, Buzz Aldrin calculated the docking trajectory using a slide-rule and a sextant.",
382,todayilearned,TIL that 21 detached human feet have been found in the Salish Sea (near Vancouver and Seattle) between 2007 and 2019. The odds of finding just two dismembered feet in the same location is a million to one. No one definitively knows what caused this phenomenon.,
383,todayilearned,"TIL: SNK released a run and gun game in late 1980s called Guavera where P1 was Che Guavera and P2 was Fidel Castro, fighting Batista in Cuba. In the US and Europe it was localized as ""Guerrilla War"" and all references removed.",
384,todayilearned,"TIL that until the Salary Grab Act was passed in 1873, President Ulysses S. Grant earned the same salary as George Washington did 80 years earlier.",
385,todayilearned,TIL in the 1940s and 50s MIT scientists fed unsuspecting boys oatmeal laced with radioactive materials at a school for mentally disabled and abandoned boys,
386,todayilearned,"TIL the largest News Paper to ever be printed for one day was the New York Times. It was a Sunday, October 17, 1965. The paper had a total of 15 sections including a total of 946 pages and weighted a whopping 7 1/2 lbs or 3.40 kg.",
387,todayilearned,"TIL about Navy airmen Frank O'Flaherty and Bruno Gaido. They were captured by the Japanese during the battle of Midway. Only after the end of the war was it discovered that they were interrogated on board the destroyer Mikagumo, then had weights tied to them and were pushed overboard to their deaths",
388,todayilearned,"TIL that Leonard Nimoy was a taxi driver before he got his start on Star Trek, and once gave JFK a cab ride during the 1956 presidential race when Kennedy was a potential Vice president candidate",
389,todayilearned,"TIL that Juracimbrophlebia, an insect from Jurassic China, closely resembled the leaves of the tree Yimaia which were preserved alongside it. This is one of the earliest known examples of biological mimicry, in which one species imitates another's appearance (in this case, likely to avoid predation)",
390,todayilearned,"TIL The piece of metal with the American flag on the rock abrasion tool of the Mars Exploration Rover Spirit, is made of aluminum recovered from the site of the World Trade Center towers.",
391,todayilearned,TIL in 1900 around a third of all vehicles on the road in the United States were electric.,
392,todayilearned,TIL Iron overload in the human body is also called the ''Celtic curse'' or the ''Irish Illness and Scottish sickness'' due the substantial amount of people of Celtic descent having the disorder.,
393,todayilearned,TIL FIFA has more members than the United Nations. 211 FIFA- 193 UN,
394,todayilearned,"TIL that while experimenting on a jet pump project for NASA in his bathroom in 1982, Lonnie Johnson shot a stream of water across the room and thought, ""This would make a great gun."" The Super Soaker went on to make him some $73 million in royalties.⁠ ⁠",
395,todayilearned,TIL Japans current emperor until 2019 was the son of Hirohito,
396,todayilearned,"TIL that Cory Ondrejka, former Vice President of Engineering at Facebook, was the game director of Road Rash 64.",
397,todayilearned,"TIL of Eric Erickson, a Swedish businessman who pretended to be devoted to the Nazis, but was really a spy for the American military. He made more than 30 trips to Germany between 1939-1945. He mapped out oil refineries that were later bombed. His family had disowned him for “supporting” Hitler.",
398,todayilearned,TIL cut tulips can continue to grow,
399,todayilearned,"TIL that oxytocin, often called ""the cuddle hormone"" or ""the love hormone,"" is actually more of a ""choosing sides"" hormone--it promotes favoritism of in-group members AND derogation of out-group members (at least in the male subjects tested).",
400,todayilearned,"TIL, Rollie Free set the American motorcycle land speed record in 1948 on the Bonneville Salt Flats while lying prone on the motorcycle's rear fender wearing a bathing suit, sneakers, and a shower cap (yes, there is a pic).",
401,todayilearned,TIL A man in Australia wrote a book about his time in a concentration camp. It turned out he hired ghost writers to make it up.,
402,todayilearned,"TIL The word ""rubber"" comes from latex's excellent ability to rub-off pencil marks.",
403,todayilearned,TIL that the NHL's Colorado Avalanche were originally going to be called the Rocky Mountain Extreme.,
404,todayilearned,"TIL Dieudonné Nzapalainga, from the Central African Republic, is the first cardinal of the Catholic Church that was born after the Second Vatican Council.",
405,todayilearned,"TIL during WWII, Girl Scouts couldn't sell cookies because many of the ingredients needed were being rationed to the military. In light of this some of them sold Girl Scout calendars, or collected and sold scrap metal.",
406,todayilearned,"TIL that the oldest ballpark in the country is not Wrigley Field nor Fenway Park, but is Warren Ballpark (1909) in Bisbee, Arizona.",
407,todayilearned,"TIL on 1793, the tombs of the Saint-Denis Basilica (the royal necropolis) were destroyed, the lead of the coffins being melted and the remains thrown into mass graves under orders of the Convention. On 1817 Louis XVIII returned these remains in ossuaries, due to the quick lime destroying the bodies",
408,todayilearned,TIL that Taylor Swift actually recorded her heartbeats for 'Wildest Dreams',
409,todayilearned,"TIL of the Raqch'i ruins, which features the largest known roof of the Incan Empire on a massive temple that stands 65' tall and spans 302 feet, surrounded by a 4km long defensive wall.",
410,todayilearned,"TIL in April 2015, the Hatton Garden Safe Deposit Company, an underground safe deposit facility in London's Hatton Garden area, was burgled. The incident has been called the ""largest burglary in English legal history."" The heist was planned and carried out by elderly men.",
411,todayilearned,"TIL of the Narco-Submarine, a partially and/or fully submersible craft used by cartels to smuggle drugs while avoiding radar and sonar",
412,todayilearned,TIL pygmy seahorses are tiny fish that are nearly indistinguishable from their habitats due to their size and extreme camouflage. They are so well camouflaged that Bargibant’s pygmy seahorse was only discovered after a host gorgonian was collected and observed by marine biologist George Bargibant.,
413,todayilearned,"TIL That Rocky, of the Denver Nuggets, is the highest paid professional sports mascot at $625,000/year.",
414,todayilearned,TIL What was once the great city of Constantinople is now just a small district within the city of Istanbul.,
415,todayilearned,TIL that Captain America's shield in the first Ironman movie was only there as a joke from an ILM artist during cinesync sessions to which Jon Favreau wanted to leave in just to see who else might notice it.,
416,todayilearned,"TIL that the French King, Lois XIV owned a collection of 413 beds in several places all over France, so that he could sleep in his own bed, no matter where he traveled.",
417,todayilearned,TIL that DNC party bosses stole the VP nomination from Henry Wallace and got Truman on the ballot with FDR in 1944,
418,todayilearned,TIL Chris Hemsworth's first job was cleaning human breast pump rentals,
419,todayilearned,"TIL that Alan Turing once bought 150lbs of silver, but didn't trust banks so he buried it in the woods instead. After the price of silver had almost doubled, he went to dig it up, but could no longer find it.",
420,todayilearned,TIL that Polypropylene can reach a higher maximum temperature than any other plastic,
421,todayilearned,"TIL Ang Mey was one of few female rulers in Cambodia's history. Installed on the Cambodian throne by the Vietnamese, all Cambodian women were ordered to wear Vietnamese-style pyjamas and the market sold only Vietnamese food",
422,todayilearned,"TIL Pastors, just like any job has a salary. The average salary is $49,765. Reported salaries are highest at Presbyterian Church where the average pay is $62,315. An entry-level Pastor with less than 1 year experience earn an average $39,811. In their late career (20 years and higher) earn $53,276.",
423,todayilearned,TIL: George Washington owned one of America's first Distilleries,
424,todayilearned,"TIL About ""Intraplate Earthquakes"" which refers to earthquakes that occur in places away from typical earthquake areas. This means that earthquakes could happen anywhere and puts cities and towns thought to be ""earthquake safe zones"" at a very high risk due to the unpreparedness for such events",
425,todayilearned,TIL that the reason the International Space Station doesn't fall back to earth it's because once a month it fires its thrusters to regain the lost altitude.,
426,todayilearned,TIL about survivorship bias and its application in the military. A statistician used the survivorship bias in his calculations when considering how to minimize bomber losses to enemy fire. The military wanted to reinforce the areas where the bomber was shot up instead of looking where it wasn't hit.,
427,todayilearned,"TIL Camko City is a $2 billion urban development project in Phnom Penh, Cambodia. CamKo City means Cambodia and Korea City and will include a fully green environment, pond, garden, swimming pools, fitness center and club house",
428,todayilearned,"TIL In 1942, the Nazis cracked the algorithm for the serial numbers and rag content of British Pound notes. Using prisoners with counterfeiting skills, near perfect bills were produced with the plan to scatter them over England by air to induce hyperinflation and collapse the economy.",
429,todayilearned,TIL that a chimp named Yuhui learned how to hand wash clothes by watching his caretaker.,
430,todayilearned,"TIL that the sculptor of Mount Rushmore intended to include, near the presidents, a written history of the United States. Called ""The Entablature"", it was to have shown contributions by Washington, Jefferson, Roosevelt and Lincoln to the first 150 years of American History.",
431,todayilearned,"TIL that a ""perfect number"" is one that that is the sum of its factors excluding itself, e.g. 1+2+3=6.",
432,todayilearned,"TIL: Mistletoe, commonly seen during Christmas with people kissing under it, is a parasitic plant that kills trees and produces poisonous berries.",
433,todayilearned,"TIL Sweden is the only country surveyed where men shower more often than women. A 2008 survey found that overall, women showered more often than men. Sweden was found to be the only country where men out-showered women.",
434,todayilearned,TIL Method Man From Wu-Tang Clan Played Lacrosse In High School,
435,todayilearned,"TIL that in the 50s, Orange Julius stands handed out Bible tracts, but by the 70s, adopted the devil as their mascot before being sued.",
436,todayilearned,"TIL Susan B. Anthony, although known for work for women's suffrage, was also an abolitionist: she collected anti-slavery petitions when she was 17, and in her 30's she became the New York state agent for the American Anti-Slavery Society.",
437,todayilearned,"TIL that in 2010, the Colombian government successfully transmitted a Morse message to their captive soldiers by composing a song popular enough to hit local top 40 radio and disguising the Morse Code in a synth interlude",
438,todayilearned,"TIL that Jeremiah G. Hamilton was a Wall Street broker noted as ""the only Black millionaire in New York"" about a decade before the American Civil War. He amassed a fortune of $2 million ($250,000,000 in 2018 dollars) by the time of his death in 1875. He was known as ""The Prince of Darkness""",
439,todayilearned,TIL McDonald's Filet-o-Fish was created in Cincinatti to compensate low sales during Lent,
440,todayilearned,"TIL A Canadian teacher was suspended for allowing a troubled female student to live at his home. He also drank alcohol in the presence of students, allowed former students to drink in his home, and engaged in personal conversations with students via text, telephone and social media",
441,todayilearned,"TIL Russia has a military themed park that features international arms dealers, and are building a replica of the Reichstag for kids to invade",
442,todayilearned,"TIL after the attack on Pearl Harbor, Japan built foldable submarine-launched naval aircraft to bomb U.S. western and eastern seaboards, the 18 I-400 class submarines stowed up to three Aichi M6A Seiran floatplanes, each could carry an 800 kg (1,800 lb) bomb 1,000 km (620 mi) at 475 km/h (295 mph).",
443,todayilearned,"TIL Alec Douglas-Home (UK Prime Minister 63-64), Once talked himself out of being kidnapped by telling the kidnappers, he'll win the next election if they do.",
444,todayilearned,TIL Antarctica doesn't have any permanent citizens and has no indigenous population. Only 11 children are known to have been to be born there.,
445,todayilearned,TIL The yellow jumpsuit worn by Bruce Lee is the same jumpsuit worn by Uma Thurman in Kill Bill,
446,todayilearned,TIL That the Seinfeld theme is redo for every episode to mach the pacing of his monologue,
447,todayilearned,"TIL there's a debate about whether math was invented or discovered. Even though math is used to measure and predict and model, it's debated whether math is inherent to the universe or if math is just something we came up with to describe/measure/predict natural phenomenon.",
448,todayilearned,"TIL that in 1988, to demonstrate that channeling was a bogus practice, magician James Randi recruited José Alvarez, who pretended to channel a 2,000 year old spirit named Carlos, traveling the world and living like a celebrity. Alvarez continued the charade for years after 60 Minutes exposed them.",
449,todayilearned,"TIL French banks are still using a very old rule to calculate Bank accounts Interest on a Biweekly basis, and none have implemented a daily calculation yet. Back in the days bankers were manually doing accounting twice a month.",
450,todayilearned,"TIL In 1942 there was a man called ""the phantom barber"", who would sneak into people's homes in Mississippi at night and cut their hair",
451,todayilearned,"TIL Peter Buck, guitarist of R.E.M., was in an airline incident where he was seen shoving a CD into a drinks trolley thinking it was a CD player, claiming ""I am R.E.M."" and struggling over a yogurt cup with two flight attendants, which resulted in the cup exploding. He was charged with assault.",
452,todayilearned,"TIL: Most Mars rovers use the same operating system as some Toshiba photocopiers, called VxWorks; it is also used in many Industrial robots, Aviation systems, Medical equipment, and some Consumer electronics .",
453,todayilearned,"TIL a couple in Berlin during WWII, who lost a relative in battle, left handwritten anti-Nazi government postcards around the city for more than two years before being caught and later executed. The 2016 film ""Alone in Berlin"" depicts this story, albeit with artistic license.",
454,todayilearned,TIL that the abrupt end to “Pull Me Under” by Dream Theater was inspired by the Beatles song “She’s So Heavy”.,
455,todayilearned,"TIL: Of the plight of actor Dudley Moore; amongst his most famous roles was that of the perpetually drunk ""Arthur"". His death was from a form of Parkinson's disease that in the early stages has a symptom of the sufferer appearing to be extremely intoxicated.",
456,todayilearned,"TIL: There´s a fast food place called ""Wienerschnitzel"" and one thing you can´t get there is a Wiener Schnitzel.",
457,todayilearned,"TIL Diabetes UK, one of the major UK diabetes charities, was founded by science fiction writer HG Wells.",
458,todayilearned,"TIL that burrito, which means “little donkey”, gets its name because it carries a bunch of different things.",
459,todayilearned,"TIL about goat glanding, a procedure from the 1920s where goat testicles were sewn into a man's scrotum to cure impotence.",
460,todayilearned,TIL that pre-installed software took up 45% of the Samsung Galaxy S4's 16-gigabyte storage.,
461,todayilearned,TIL the rhinoceros iguana (Cyclura cornuta) is a threatened species of lizard primarily found on the Caribbean island of Hispaniola shared by the Republic of Haiti and the Dominican Republic. Its name derives from the bony plated pseudo-horn on its head which resembles the horn of a rhinoceros.,
462,todayilearned,"TIL In 2016, Manchester United canceled a game and evacuated the stadium after a steward discovered a pipe bomb in the bathrooms. Fortunately, the bomb was a fake; it had been left there by the security team during a training exercise and forgotten.",
463,todayilearned,TIL that scientists have developed measurement formulas so precise that the distance between the Earth and Moon can be calculated with a margin of error smaller than the distance of a red blood cell.,
464,todayilearned,"TIL that the USSR provided weapons to the Official IRA, 5,000 of which could still be hidden in bunkers",
465,todayilearned,"TIL about the GlucoBoy, an attachment for the GameBoy Advance aimed at children with juvenile diabetes. The GlucoBoy rewarded children with points for routinely checking their blood glucose levels, which could then be spent on unlocking mini-games or in-game items.",
466,todayilearned,"TIL Petting a dog or cat or other furry pets releases oxytocin (the “cuddle hormone”), which creates instant happiness. Oxytocin also lowers blood pressure and reduces stress levels.",
467,todayilearned,"TIL that California artist Nick Stoeberl has the World's Longest Tongue, at 10.1cm (3.97 inches).",
468,todayilearned,"TIL The ratio of people using email for fun versus those using it for work has flipped since the 1990s. Many people nowadays dread email ""because it is a conduit for unwanted advertising, a wide range of spam, and flat out attempts to scam or ‘phish’ us”",
469,todayilearned,"TIL that according to the United States Flag Code, the flag “should never be used for advertising purposes in any manner whatsoever.” This includes paper napkins or plates printed with the design.",
470,todayilearned,"TIL that it was once estimated that Vanna White averages over 600 claps per episode of ""Wheel of Fortune.""",
471,todayilearned,"TIL Toronto's CN Tower has a ""Skypod"", one of the highest observation platforms in the world at 447m. It is 33 additional storeys higher than the LookOut Level and visibility is up to 160 km (100 miles) away to Niagara Falls and New York State",
472,todayilearned,"TIL researchers found a mother dolphin who adopted a young melon-headed whale; the dolphin mother nursed the whale who often pushed his ""adoptive sister"" away from the mother. The whale took on bottlenose behaviors such as surfing, jumping, &amp; socializing with other young males.",
473,todayilearned,TIL that it was Steve Ditko who created Marvel's classic Corner Box featuring a headshot of the title character on the cover.,
474,todayilearned,"TIL about Sgt. Siwash, the beer drinking duck who fought with the Marines in WWII, and received citations for battling a Japanese rooster. Siwash passed away in 1954 due to liver disease and their wake was held in a Chicago taxidermists shop.",
475,todayilearned,"TIL of ""Hector the Convector"" - a reoccuring thunderstorm cloud that appears every evening in northern Australia",
476,todayilearned,"TIL of HMP Peterhead, a prison that was known as “Scotland’s Gulag; a prison of no hope”. A report in 2005 found that electricity had just been added to all the cells and human waste was still manually emptied. It closed in 2013.",
477,todayilearned,"TIL On an episode of Press Your Luck, all 3 contestants answered Sylvester uses catchphrase “sufferin’ succotash!” Host corrected them that it’s actually Daffy Duck that uses the catch phrase. Mel Blanc, the voice of most looney tunes, called the show as the voices and corrected him.",
478,todayilearned,"TIL the Yiddish song ""Bei Mir Bistu Shein"" was a smash hit in Nazi Germany where pro-Nazi sympathizers in ale-houses often sang the tune under the mistaken impression that it was ""a Goebbels-approved"" ballad.",
479,todayilearned,"TIL that pop music has been getting increasingly repetitive, no matter the genre, and that this trend correlates most strongly with the billboard top 10.",
480,todayilearned,"TIL about Trimethylamine disorder that makes sufferers smell like rotting fish, rotting eggs, garbage, or urine.",
481,todayilearned,"TIL that in 1969, the Colorado government detonated a nuclear bomb (twice as powerful as as the bomb at Hiroshima) underground for the purpose of fracking.",
482,todayilearned,TIL Betsy Ross almost certainly didn't make the first American flag. In fact she wasn't credited with making the flag until almost 100 years after the revolution.,
483,todayilearned,"TIL that the official authority for lighthouses in England is formally named ""The Master Wardens and Assistants of the Guild Fraternity or Brotherhood of the most glorious and undivided Trinity and of St Clement in the Parish of Deptford Strond in the County of Kent"".",
484,todayilearned,"TIL, of the Asian Giant Hornet, whose venom can not only kill by renal failure or anaphylactic shock, it also contains a chemical called phospholipase, which can dissolve human tissue.",
485,todayilearned,"TIL that the term “corn hole” (aka butt-hole) is apparently derived ""from the practice in the days of the outhouse of using dried corn cobs for toilet paper.""",
486,todayilearned,TIL Divers are teaching other fish to eat the invasive lionfish.,
487,todayilearned,"TIL that iPhones with Face ID dampen loud alarms while you are looking at the screen in an effort to not alarm you. These are called ""Attention Aware Features"".",
488,todayilearned,"TIL the original version of The Game of Life (then called The Checkered Game of Life, released in 1860) had a 'Suicide' space that would cause you to instantly lose.",
489,todayilearned,TIL Uday Hussein beat a soldier to death when the man wouldn't let him dance with his wife,
490,todayilearned,"TIL, percussive maintenance is when you pound your fist on something to get it to work. The astronauts on Apollo 12 successfully did it when one of the cameras stopped working.",
491,todayilearned,"TIL that in some cases, a severed fingertip can regrow close to the original.",
492,todayilearned,"TIL of the sinking of the PS General Slocum, the second worst disaster in terms of lives lost in NYC, in which many people drowned because the life jackets had been filled with iron in order to meet minimum weight requirements of the time.",
493,todayilearned,"TIL that in William Morrison invented the first practical electric car in the USA, in 1890.",
494,todayilearned,"TIL, entrepreneur Suzanne Ciani was the first female to have a voice on a pinball game, specifically Xenon, through a vocoder, and was even inducted into The Pinball Expo Hall of Fame in 2013 for that work of hers.",
495,todayilearned,"TIL Joesph Kennedy father of JFK once started film companies in Hollywood, had an affair with Gloria Swanson, only to blow it all up and bow out of Hollywood less than a decade later.",
496,todayilearned,"TIL: Most of Paul Revere's Midnight Ride was fabricated. The operation was to be done discretely as possible and Revere most likely said ""the regulars are coming"" due to the colonists considering themselves British at the time.",
497,todayilearned,"TIL that The World Taekwondo Federation (WTF) changed its name to World Taekwondo because of the ""negative connotations"" associated with its initials. The organisation had used the previous name since it was established in 1973.",
498,todayilearned,"TIL from the Battle of Hastings in 1066 the government of England spoke a type of French called Norman, while ordinary people spoke forms of English. Although Norman died out in England several hundred years ago, it continues in legal terms and parliament is still opened by the Queen in Norman.",
499,todayilearned,"TIL that in Australia there is already a group known as The Raconteurs, so in Australia The Raconteurs go by the name The Saboteurs",
500,todayilearned,TIL London once boasted a 7.5 acre human poop dump called Mount Pleasant,
501,todayilearned,TIL that NATO’s highest security clearance level is called “COSMIC TOP SECRET”.,
502,todayilearned,TIL there are nine different ways to pronounce the -ough letter combination in the English language.,
503,todayilearned,"TIL Italian painter Raffaello Sanzio da Urbino also known as Rafael died on his birthday, from exhaustion brought on by unceasing romantic interests.",
504,todayilearned,"TIL the 911 emergency number is still NOT universal in the United States; as of December 2017, 2% of the US population does not have the number in use in their area(s)",
505,todayilearned,"TIL about Jean-Claude Romand who lied about being a medical doctor for 18 years before killing his wife, children and parents when he was about to be exposed",
506,todayilearned,"TIL That Jack Parsons, one of the minds behind rocket engine, was a Thelemite occultist- A. Crowley's cult- practiced sex magic, had romance with Sara N. Hollister, which later with his friend L. R. Hubbard starts Scientology, and the two ruin his reputation. He died in explotion in his house at 37",
507,todayilearned,"TIL Anne of Kiev became a Queen of France. By naming her first son and future King of France Philip, she is credited with introducing this Greek name (Philippos, from Philos and hippos, meaning ""loves horses"") to royal families of Western Europe",
508,todayilearned,TIL That Hawkeye is the ONLY superhero to have been a member of the Avengers AND the Justice League,
509,todayilearned,"TIL A circle roughly 2,500 miles in diameter, when placed over the right part of Asia, could hold more than half the world's population",
510,todayilearned,"TIL Samsung is the parent company of Samsung Heavy Industries which makes cargo ships, submarines, destroyers, aircraft carriers, and more",
511,todayilearned,"TIL Getty Images has repeatedly been caught selling the rights for photographs it doesn't own, including public domain images. In one incident they demanded money from a famous photographer for the use of one of her own pictures.",
512,todayilearned,"TIL Saint Petersburg, Russia has been renamed several times. In 1914, it was renamed Petrograd to expunge the German words ""Sankt"" &amp; ""Burg"". In 1924, it was renamed Leningrad. In 1991, the original name Saint Petersburg returned after a city-wide referendum.",
513,todayilearned,"TIL that Charlie Chaplin's ""The Great Dictator"" was banned in Ireland.",
514,todayilearned,"TIL that chances are you are a good driver if you “write in short concrete sentences, use lists, and arrange to meet friends at a set time and place.”",
515,todayilearned,"TIL that Disney World once had its own airport with a runway that sang. It had grooves in the tarmac that were spaced such that when a plane reached 45 mph, it played Pinocchio's 'When You Wish Upon A Star"".",
516,todayilearned,"TIL Pablo Escobar's Holding Company Sells a Fold-able Phone Which Comes With a Copy of His Auto-Biography Titled ""I Made Billions Selling Coke Now My Smartphones Will Destroy Apple and Samsung""",
517,todayilearned,"TIL that through his mother, Abraham Lincoln is related to Tom Hanks, George Clooney, and Camille Cosby",
518,todayilearned,TIL that Batman during the golden age of comics was very different from modern interpretations and he often used guns and had no problems killing people.,
519,todayilearned,"TIL:""Eulogy for a Dog"" by lawyer George Vest, a powerful tribute to all dogs, helped win judgement in Burden v.Hornsby. This was the 4th trial on the shooting of Burden's dog, Old Drum.Vest had declared he would 'win the case or apologize to every dog in Missouri'.The Missouri Supreme Court upheld.",
520,todayilearned,"TIL Research shows that cats that are provided with empty boxes were more interactive, friendly and comfortable with the people around them as compared to those cats that did not have a box to snuggle in. So, it can be said that cats derive comfort and security from boxes.",
521,todayilearned,"TIL Citizens living in the Territories of the United States, like Guam and American Samoa, cannot vote in the general presidential election, however they do vote for and provide delegates for the national party conventions.",
522,todayilearned,"TIL that according to legend, the Greek philosopher Aeschylus was killed when an Eagle dropped a turtle on his head. Apparently, the bird mistook Aeschylus' bald head as a rock.",
523,todayilearned,"TIL Sarcasm is illegal in North-Korea, especially if the intent is to criticize the government.",
524,todayilearned,"TIL that English actress Anya Major who played ""Nikita"" in the video for Elton John's famous pop song of the same name also played the athlete hurling the hammer at the movie screen in Apple's famous ""1984"" commercial.",
525,todayilearned,TIL the pages of Finland's passport make a flipbook of a moose walking,
526,todayilearned,TIL the NASA Saturn V program (rocket for moon landings) cost $34.4B in 2018 dollars over its life. That's compared to the total 2020 NASA budget of $22.6B,
527,todayilearned,"TIL in 1997 in Beaver Falls, Pennsylvania, a pot-bellied pig named Lulu saved her owner, having a heart attack. Lulu heard the owner's cries of pain then forced her way out of the yard and played dead on the road. Lulu successfully stopped a car and guided help to the owner, she survived.",
528,todayilearned,"TIL Michael Jackson infamously refused to pose for photos in black-and-white because he felt that the anti-racism message behind his song ""Black And White"" was too important",
529,todayilearned,TIL a mega-tsunami is expected to threaten both Europe and North America with millions of casualties when the western slope of La Palma in the Canary Islands collapses.,
530,todayilearned,"TIL of Spofford Juvenile Detention Center. Know for its unsanitary and dangerous conditions, a 1984 supreme court case described it as “indistinguishable from a prison."" Spofford was closed in 2011.",
531,todayilearned,"TIL of the Basus war, a 40 year conflict between two cousin tribes during late antiquity in Arabia over the killing of a camel.",
532,todayilearned,TIL there was Nazi German - Soviet parade in September of 1939. It marked the withdrawal of German troops to the demarcation line secretly agreed to in the Molotov–Ribbentrop Pact,
533,todayilearned,"TIL King Norodom is credited for saving Cambodia from disappearing altogether. In 1863, to prevent the two powerful neighbours, Vietnam and Siam from swallowing Cambodia altogether, he was invited by France to make Cambodia its protectorate",
534,todayilearned,"TIL King Ang Duong is acclaimed as a promoter of Cambodian national unity and venerated for his efforts to revitalize the nation and protect the kingdom from foreign invasion. Under his reign, Cambodia preserved its identity, culture and traditions during the French colonial period",
535,todayilearned,TIL the QWERTY system emerged as a result of how the first typewriters were being used. Early adopters and beta-testers included telegraph operators who needed to quickly transcribe messages. The operators found the alphabetical arrangement to be confusing and inefficient for translating morse code.,
536,todayilearned,TIL the aeroplane was invented just 4 years after the car was (1886 -&gt; 1890),
537,todayilearned,TIL that in 1798 Congressman Matthew Lyon was tried and convicted under the Sedition Act for criticizing John Adams.,
538,todayilearned,"TIL that Thomas Jefferson made his own version of the Bible, called The Jefferson Bible, by literally cutting and pasting passages from Greek, Latin, French, and English bibles that referenced Jesus' moral teachings, but left out his miracles.",
539,todayilearned,"TIL the Romanian communist dictator Nicolae Ceausescu build the Palace of the Parliament in Bucharest which is the heaviest building which weighs 4,098,500,000 kg and is also the largest administrative building in the world.",
540,todayilearned,TIL that in 1890 William Morrison invented the first successful practical electric automobile in the United States.,
